Ind,Target,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12,p13,p14,p15,p16,p17,p18,p19,p20
213,1,70.0,19,23,5.935,0,0,1,0.402,1,-5.7379999999999995,23,30,9,15,0.629,0,0,0.174,1.5330000000000001,1
214,0,9.0,23,0,2.475,1,0,3,0.19899999999999998,8,0.21899999999999997,30,30,1,2,0.39399999999999996,0,0,0.8,0.0,895
215,1,0.0,23,13,-3.87,1,0,0,0.877,24,3.279,12,11,12,6,0.649,0,7,2.0,2.167,59
216,0,4.0,21,22,-0.255,1,0,1,0.153,8,-2.656,30,27,3,24,0.24,0,0,0.8,0.792,792
217,1,13.0,12,13,4.788,0,0,2,0.713,5,-4.77,30,15,9,22,0.7909999999999999,0,0,0.8,0.591,71
218,0,0.0,23,6,-2.434,0,0,0,0.33,24,-2.137,27,25,8,9,0.203,0,6,0.889,0.667,81
219,0,3.0,17,0,1.396,1,0,2,0.6729999999999999,6,-0.013999999999999999,30,17,2,1,0.361,0,0,0.8,0.0,1102
220,0,7.76,23,24,-11.255999999999998,1,0,1,0.18100000000000002,12,-25.574,30,30,17,30,0.28600000000000003,0,0,0.8,0.8,580
221,1,5.0,23,0,3.258,1,0,1,0.28300000000000003,12,-3.554,30,30,5,12,0.624,0,0,0.8,0.0,203
222,0,0.0,23,0,20.097,0,0,0,0.047,24,18.932000000000002,30,30,23,0,0.099,0,0,0.8,0.0,2772
223,0,5.0,16,17,2.006,1,0,1,0.161,5,-2.476,30,28,5,19,0.312,0,0,0.8,1.0235964376053963,1442
224,1,0.0,13,0,4.78,0,0,0,0.62,24,4.78,30,6,0,0,0.643,1,24,0.8,1.0235964376053963,324
225,0,15.0,22,24,-9.456,1,0,1,0.327,15,-17.423,30,26,16,30,0.636,0,0,0.8,0.8,546
226,1,13.4,23,21,0.13,0,0,3,0.38299999999999995,1,-3.4960000000000004,30,30,4,24,0.742,0,0,0.8,0.875,57
227,0,0.0,19,17,-5.702000000000001,1,0,0,0.195,24,-8.668,30,28,10,17,0.348,0,12,0.8,1.0,1559
228,0,11.0,23,24,-5.438,1,0,1,0.239,14,-12.856,30,30,11,30,0.39299999999999996,0,0,0.8,0.8,1402
229,0,0.0,22,2,-1.29,1,0,0,0.33799999999999997,24,-0.708,29,27,33,16,0.312,0,0,0.828,0.125,64
230,1,5.0,16,0,13.009,0,0,1,0.584,1,8.606,30,21,11,2,0.655,0,0,0.8,0.0,242
231,0,95.0,23,24,-9.742,1,0,7,0.313,1,-53.251999999999995,30,30,14,30,0.6559999999999999,0,0,0.8,0.8,831
232,0,3.0,22,3,0.878,1,0,1,0.16899999999999998,14,-0.36700000000000005,30,22,2,5,0.322,0,0,0.8,0.6,1356
233,0,0.0,0,24,-6.707000000000001,0,0,0,0.946,24,-3.886,18,12,6,23,0.8809999999999999,0,20,0.0,1.043,0
234,1,12.0,23,23,-3.213,0,0,2,0.34600000000000003,6,-8.218,25,29,9,27,0.424,0,0,0.76,0.852,10
235,1,0.0,23,9,-3.199,0,0,0,0.353,24,-8.924,26,27,15,23,0.465,0,0,0.9229999999999999,0.391,26
236,1,20.0,14,13,4.168,0,0,1,0.765,11,-3.5860000000000003,24,27,5,21,0.845,0,0,0.5,0.619,11
237,0,0.0,23,0,0.925,1,0,0,0.122,24,2.697,30,30,10,1,0.303,0,11,0.8,1.0235964376053963,5239
238,0,20.0,13,0,7.79,0,0,1,0.102,21,-19.824,29,29,16,27,0.127,0,0,0.828,0.0,86
239,0,15.0,23,2,7.771,1,0,2,0.037000000000000005,18,1.274,30,30,6,4,0.077,0,0,0.8,0.5,1596
240,0,17.0,23,24,-3.2310000000000003,1,0,2,0.249,8,-10.03,25,30,17,27,0.308,0,0,0.96,0.889,64
241,1,10.0,12,0,10.808,1,0,2,0.581,15,-5.098,30,16,11,22,0.596,0,0,0.8,0.0,72
242,1,20.0,23,11,3.435,0,0,1,0.423,13,-4.2989999999999995,25,30,21,22,0.632,0,0,0.96,0.5,64
243,0,28.0,23,24,-17.320999999999998,0,0,1,0.19899999999999998,11,-22.645,26,30,22,29,0.20199999999999999,0,0,0.6920000000000001,0.828,11
244,1,4.0,19,0,2.406,0,0,2,0.36200000000000004,4,1.286,30,22,4,0,0.6709999999999999,0,0,0.8,0.0,399
245,0,20.0,22,21,-5.476,0,0,1,0.381,20,-9.235,30,29,9,29,0.722,0,0,0.8,0.7240000000000001,183
246,0,8.53,23,24,-8.252,1,0,1,0.092,11,-8.392000000000001,29,30,11,26,0.19899999999999998,0,0,0.828,0.9229999999999999,103
247,0,20.0,23,0,13.862,1,0,2,0.127,5,0.028999999999999998,30,28,9,1,0.302,0,0,0.8,0.0,2419
248,0,58.44,22,8,1.261,0,0,2,0.248,8,-15.389000000000001,21,30,15,17,0.19899999999999998,0,0,0.9520000000000001,0.47100000000000003,17
249,0,7.0,21,0,7.919,1,0,2,0.145,1,-1.52,30,26,5,17,0.18,0,0,0.8,0.0,1410
250,1,20.0,18,17,3.452,0,0,1,0.629,7,-4.671,29,29,10,25,0.7040000000000001,0,0,0.414,0.68,7
251,0,28.0,23,12,-13.738,0,0,2,0.6409999999999999,12,-37.31,23,30,23,23,0.406,0,0,1.043,0.522,45
252,1,23.0,23,0,9.152000000000001,1,0,3,0.287,1,1.129,30,30,7,0,0.7070000000000001,0,0,0.8,0.0,1525
253,0,26.57,23,22,-0.184,0,0,1,0.233,3,-22.073,25,28,22,28,0.25,0,0,0.64,0.7859999999999999,3
254,1,7.0,1,13,1.797,0,0,1,0.541,11,4.1930000000000005,30,6,4,13,0.652,0,0,0.8,1.0,485
255,0,35.0,21,20,-5.231,0,0,2,0.203,6,-0.938,28,28,10,20,0.12300000000000001,0,0,0.821,1.0,23
256,1,0.0,19,0,3.737,1,0,0,0.228,24,7.132999999999999,30,27,5,1,0.457,1,1,0.8,1.0235964376053963,3167
257,0,0.0,17,17,-8.093,1,0,0,0.313,24,-0.36200000000000004,30,24,10,4,0.614,0,0,0.8,4.25,1294
258,0,10.0,23,6,4.941,0,0,1,0.10099999999999999,5,1.953,30,29,6,2,0.129,0,0,0.8,3.0,1875
259,0,0.0,1,24,-20.656,0,0,0,0.904,24,-18.671,5,10,21,26,0.807,0,0,0.0,0.9229999999999999,0
260,0,10.0,22,0,12.552,0,0,1,0.128,13,0.387,30,30,6,1,0.19,0,0,0.8,0.0,2175
261,0,0.0,10,16,-4.8839999999999995,0,0,0,0.363,24,-5.099,30,11,10,20,0.41100000000000003,0,20,0.8,0.8,286
262,0,7.45,22,17,-5.742000000000001,0,0,2,0.10099999999999999,8,-3.1630000000000003,30,30,4,11,0.226,0,0,0.8,1.545,174
263,0,25.72,23,24,-20.215999999999998,1,0,1,0.247,14,-20.741999999999997,30,30,15,30,0.298,0,0,0.8,0.8,859
264,0,35.0,18,10,-8.235,0,0,2,0.203,17,-20.596,27,30,21,28,0.359,0,0,0.852,1.0235964376053963,22
265,1,3.0,19,1,-0.133,1,0,1,0.17800000000000002,21,1.015,30,24,4,7,0.414,0,0,0.8,0.14300000000000002,3250
266,1,28.5,23,15,0.62,0,0,2,0.345,2,-16.065,27,28,25,21,0.693,0,0,0.7839789159724365,0.7140000000000001,34
267,0,10.0,22,22,-8.286,0,0,1,0.65,16,-11.550999999999998,17,25,16,20,0.621,0,0,0.882,1.1,0
268,1,0.0,21,28,-3.424,0,0,0,0.664,24,-3.8489999999999998,24,29,5,21,0.7959999999999999,0,1,0.875,1.143,0
269,0,50.0,23,19,-35.545,1,0,1,0.057999999999999996,21,-9.361,30,27,25,15,0.044000000000000004,0,0,0.8,1.2670000000000001,770
270,0,10.0,20,5,6.064,1,0,1,0.155,8,3.47,30,29,10,8,0.22399999999999998,0,0,0.8,0.625,1430
271,0,27.89,23,14,-3.2910000000000004,0,0,3,0.83,7,-10.099,13,15,11,26,0.397,0,0,0.7839789159724365,0.5379999999999999,26
272,1,30.0,23,22,0.38,0,0,1,0.405,2,-23.319000000000003,25,30,30,26,0.594,0,0,0.84,0.846,2
273,0,50.0,23,24,-46.176,1,0,1,0.17300000000000001,4,-81.339,30,30,38,30,0.21,0,0,0.7839789159724365,1.0235964376053963,35
274,0,10.0,23,24,-7.853,1,0,1,0.063,7,-14.700999999999999,30,29,12,30,0.068,0,0,0.8,0.8,36
275,1,10.0,23,0,8.5,1,0,2,0.373,2,1.69,30,30,5,2,0.667,0,0,0.8,0.0,803
276,0,10.65,23,24,-7.98,1,0,1,0.083,8,-11.797,30,30,11,30,0.20800000000000002,0,0,0.8,0.8,195
277,0,20.0,23,3,-7.545,0,0,4,0.782,9,0.45799999999999996,21,28,8,15,0.84,0,0,1.143,0.2,68
278,1,10.0,20,18,-3.846,0,0,1,0.37,11,-3.32,30,28,5,14,0.71,0,0,0.8,1.286,142
279,0,5.0,21,0,0.821,0,0,1,0.14800000000000002,14,0.504,30,27,6,1,0.33,0,0,0.8,0.0,1405
280,0,69.04,23,24,-25.653000000000002,1,0,2,0.052000000000000005,8,-26.699,30,30,35,29,0.09,0,0,0.8,0.828,1603
281,0,30.0,23,18,-4.724,0,0,2,0.145,17,-36.171,27,30,28,15,0.138,0,0,0.741,1.2,17
282,1,5.0,23,15,0.593,0,0,1,0.262,9,0.40700000000000003,30,26,5,10,0.44,0,0,0.8,1.5,233
283,0,5.0,23,0,5.737,0,0,1,0.153,12,1.841,30,30,5,0,0.336,0,0,0.8,0.0,1841
284,1,0.0,7,20,-3.332,0,0,0,0.8370000000000001,24,-3.12,25,5,8,17,0.8220000000000001,0,12,0.88,1.176,0
285,0,60.0,23,5,22.459,0,0,2,0.051,1,3.72,30,28,28,1,0.09699999999999999,0,0,0.8,5.0,134
286,0,0.0,23,24,-300.315,1,0,0,0.664,24,-296.368,20,23,180,30,0.282,0,10,1.2,0.8,43
287,1,5.0,20,20,-1.66,0,0,1,0.336,12,-1.749,30,27,4,19,0.657,0,0,0.8,1.053,155
288,0,10.79,23,24,-7.66,1,0,1,0.605,9,-12.057,24,24,12,30,0.6046126984126986,0,0,1.0,0.8,81
289,0,22.9,23,23,4.591,1,0,6,0.252,1,-4.0280000000000005,30,30,8,25,0.35700000000000004,0,0,0.8,0.92,431
290,0,25.0,22,22,-1.415,0,0,2,0.263,7,-19.002,30,30,21,23,0.4,0,0,0.8,0.826,26
291,0,39.3,23,24,-17.000999999999998,1,0,1,0.166,4,-32.667,30,30,21,30,0.302,0,0,0.8,0.8,164
292,1,5.0,20,22,-1.767,0,0,1,0.7190000000000001,10,5.2620000000000005,30,26,4,0,0.6709999999999999,0,0,0.733,19.0,10
293,1,6.0,19,12,1.5919999999999999,1,0,1,0.69,12,-1.301,30,27,5,16,0.615,0,0,0.8,0.75,42
294,1,5.0,17,0,7.747000000000001,0,0,1,0.25,5,4.46,30,28,5,0,0.415,0,0,0.8,0.0,709
295,1,5.0,2,6,0.369,0,0,1,0.893,18,-2.812,23,4,5,25,0.81,0,0,1.043,0.24,38
296,0,17.0,23,6,2.78,0,0,2,0.131,4,1.127,30,30,6,6,0.21600000000000003,0,0,0.8,1.0,3646
297,1,5.0,21,16,-2.362,1,0,1,0.726,12,-6.932,20,15,7,20,0.603,0,0,1.2,0.8,74
298,0,60.91,23,24,-22.256,1,0,2,0.335,7,-8.04,28,30,18,29,0.37200000000000005,0,0,0.857,0.828,59
299,1,0.0,12,3,-0.004,0,0,0,0.384,24,1.776,30,20,5,0,0.653,0,0,0.6,3.0,0
300,0,4.0,15,0,5.73,0,0,1,0.263,3,1.8230000000000002,30,19,4,0,0.38799999999999996,0,0,0.8,0.0,1600
301,0,25.0,12,24,-18.027,1,0,1,0.053,9,-26.544,30,27,24,30,0.077,0,0,0.8,1.0235964376053963,416
302,1,5.0,16,11,1.605,0,0,1,0.866,7,-2.764,24,6,8,16,0.767,0,0,0.875,0.688,7
303,0,18.28,23,24,-14.26,1,0,1,0.054000000000000006,10,-18.904,30,30,16,30,0.12300000000000001,0,0,0.8,0.8,2019
304,0,10.0,23,18,4.907,1,0,1,0.185,5,1.242,30,30,5,7,0.22399999999999998,0,0,0.8,2.571,2557
305,0,25.64,23,22,-12.385,0,0,2,0.5820000000000001,5,-12.277999999999999,26,30,12,29,0.58,0,0,0.846,0.759,12
306,0,20.0,23,14,0.45,1,0,1,0.146,10,-11.194,30,28,21,24,0.319,0,0,0.8,0.583,348
307,0,0.0,2,24,-14.122,0,0,0,0.843,24,-13.193,14,29,22,29,0.71,0,12,0.0,0.828,0
308,0,0.0,23,24,-22.069000000000003,0,0,0,0.5710000000000001,24,-2.0580000000000003,30,27,29,9,0.737,0,1,0.733,2.667,0
309,0,5.0,12,8,2.498,0,0,1,0.318,12,-1.463,30,11,3,11,0.354,0,0,0.8,0.727,1394
310,1,3.0,3,0,4.291,1,0,1,0.7859999999999999,7,0.862,30,3,3,3,0.745,0,0,0.8,0.0,896
311,0,0.0,0,24,-10.088,0,0,0,0.9470000000000001,24,0.4,30,9,10,10,0.767,1,14,0.3,2.4,0
312,0,8.0,11,16,3.926,0,0,1,0.547,4,-1.838,30,13,10,12,0.402,0,0,0.8,1.3330000000000002,1462
313,1,50.0,23,1,11.849,0,0,2,0.445,20,-16.954,28,30,30,22,0.688,0,0,0.821,0.045,21
314,0,15.0,23,8,2.04,1,0,1,0.125,16,-6.59,30,27,20,11,0.196,0,0,0.7839789159724365,0.727,2110
315,0,30.0,21,16,5.272,0,0,2,0.16699999999999998,8,-9.567,30,28,15,20,0.265,0,0,0.8,0.8,205
316,1,15.2,13,27,-10.625,0,0,2,0.745,10,-18.408,10,26,8,24,0.6920000000000001,0,0,0.4,0.958,0
317,0,20.0,23,18,4.574,0,0,1,0.10099999999999999,6,-8.843,30,28,11,21,0.11900000000000001,0,0,0.8,0.857,77
318,1,0.0,18,12,-3.4539999999999997,0,0,0,0.721,24,-0.32799999999999996,30,23,5,8,0.684,0,0,0.733,1.5,0
319,1,3.0,13,1,2.18,1,0,1,0.33299999999999996,4,1.1520000000000001,30,16,3,1,0.585,0,0,0.8,1.0,1537
320,0,10.0,16,0,5.949,1,0,2,0.24600000000000002,7,2.33,30,23,7,14,0.376,0,0,0.8,0.0,1426
321,0,56.0,23,21,-5.279,0,0,2,0.258,15,-3.9410000000000003,21,30,7,26,0.28300000000000003,0,0,1.143,0.8079999999999999,57
322,0,17.0,23,0,0.993,0,0,6,0.14400000000000002,6,0.34600000000000003,30,30,2,1,0.364,0,0,0.8,0.0,3161
323,0,0.0,10,10,-1.683,1,0,0,0.23600000000000002,24,-1.63,30,22,5,15,0.285,0,0,0.8,0.667,201
324,1,10.0,18,23,-3.5580000000000003,0,0,3,0.701,12,-5.3870000000000005,21,27,3,28,0.7929999999999999,0,0,0.9520000000000001,0.821,19
325,1,6.64,22,24,-3.73,1,0,1,0.8079999999999999,10,-5.997000000000001,20,20,5,30,0.6990000000000001,0,0,1.2,0.8,35
326,0,0.0,23,0,9.525,0,0,0,0.114,24,8.88,30,30,42,0,0.201,0,0,0.8,0.0,4462
327,0,95.0,23,15,-6.662000000000001,0,0,2,0.667,7,-25.715999999999998,26,30,28,27,0.6829999999999999,0,0,0.9229999999999999,0.556,43
328,0,1.8,23,14,-8.548,0,0,1,0.13699999999999998,19,-3.5610000000000004,30,30,8,19,0.284,0,0,0.7839789159724365,0.737,1740
329,1,13.5,17,1,9.852,0,0,2,0.614,3,0.067,29,24,9,1,0.6,0,0,0.7929999999999999,1.0,8
330,0,0.0,22,24,-21.368000000000002,0,0,0,0.812,24,-24.769000000000002,17,21,17,28,0.76,0,23,0.706,0.857,0
331,0,15.0,23,17,-2.039,0,0,1,0.354,14,-9.103,21,29,10,23,0.406,0,0,1.0,0.7390000000000001,14
332,0,50.0,11,22,-9.812999999999999,0,0,2,0.972,21,-29.456999999999997,6,6,25,28,0.8909999999999999,0,0,1.3330000000000002,0.679,0
333,0,0.0,15,24,-23.554000000000002,1,0,0,0.863,24,-15.163,15,14,16,29,0.7190000000000001,1,0,0.8,0.828,0
334,1,60.0,23,12,-2.6189999999999998,0,0,9,0.6679999999999999,2,-0.927,29,30,5,9,0.638,0,0,0.69,1.3330000000000002,0
335,0,25.34,23,23,-3.926,1,0,2,0.145,6,-11.769,30,30,10,22,0.35700000000000004,1,0,0.767,1.045,6
336,0,0.0,23,0,7.665,1,0,0,0.145,24,3.8560000000000003,30,30,6,0,0.221,0,6,0.8,0.0,3159
337,1,40.0,12,5,17.749000000000002,0,0,1,0.5920000000000001,10,9.825,30,11,20,0,0.637,1,0,0.8,5.0,989
338,0,30.0,23,22,-24.252,0,0,2,0.272,18,-25.291999999999998,26,30,19,25,0.294,0,0,0.6920000000000001,0.88,0
339,0,20.0,23,24,-21.584,1,0,1,0.797,15,-95.62799999999999,25,29,50,30,0.6809999999999999,0,0,0.7839789159724365,0.8,25
340,0,30.0,22,20,0.046,0,0,1,0.193,4,-14.892999999999999,22,30,27,22,0.233,0,0,1.0,0.909,4
341,0,0.0,23,24,-120.147,1,0,0,0.866,24,-6.436,28,29,300,23,0.705,1,0,0.7859999999999999,1.043,0
342,0,10.0,23,14,-1.555,1,0,1,0.05,19,-2.09,30,30,2,21,0.136,0,0,0.8,0.667,1603
343,0,4.31,23,24,-7.928999999999999,1,0,1,0.063,10,-5.813,30,30,11,16,0.11699999999999999,0,0,0.8,1.5,4685
344,1,10.4,4,24,-0.833,0,0,1,0.6890000000000001,5,-5.011,29,21,14,24,0.8320000000000001,0,0,0.483,1.0,5
345,1,10.0,13,24,-0.93,0,0,1,0.8390000000000001,6,-6.595,25,21,7,25,0.851,0,0,0.96,0.96,95
346,0,11.15,23,24,-7.659,1,0,1,0.109,13,-13.352,30,30,11,30,0.285,0,0,0.8,0.8,1751
347,0,20.0,23,24,-10.869000000000002,1,0,1,0.27699999999999997,13,-14.952,30,30,16,30,0.374,0,0,0.8,0.8,439
348,1,30.0,23,23,4.029,0,0,1,0.598,1,-16.116,28,28,24,24,0.597,0,0,0.75,0.958,1
349,0,4.84,21,24,-4.896,1,0,1,0.257,12,-5.733,30,24,6,30,0.33299999999999996,0,0,0.8,0.8,579
350,0,11.0,19,24,-5.073,1,0,1,0.301,14,-7.692,30,26,12,19,0.39399999999999996,0,0,0.8,1.263,1094
351,1,10.4,18,16,-0.612,0,0,5,0.752,6,-0.753,12,19,3,13,0.653,0,0,0.583,1.2309999999999999,0
352,1,5.0,1,1,1.8969999999999998,1,0,2,0.848,6,-1.251,30,2,4,15,0.654,0,0,0.8,0.067,1577
353,0,24.5,23,0,9.964,0,0,4,0.305,1,4.793,30,30,6,0,0.32299999999999995,0,0,0.8,0.0,1188
354,0,21.0,23,3,-4.9030000000000005,0,0,2,0.21600000000000003,5,-2.421,30,30,6,19,0.24100000000000002,0,0,0.8,0.158,93
355,0,15.0,18,22,5.261,0,0,1,0.243,2,-1.3159999999999998,29,30,15,13,0.33399999999999996,1,0,0.655,1.692,2
356,1,5.0,5,24,-2.925,0,0,1,0.74,18,-5.757000000000001,24,14,6,19,0.708,0,0,1.0,1.263,50
357,0,5.0,22,2,2.8289999999999997,1,0,1,0.132,11,4.386,30,29,4,0,0.263,0,0,0.8,2.0,2610
358,1,0.0,0,25,-0.004,1,0,0,0.275,24,5.095,30,30,8,0,0.43700000000000006,0,3,0.0,21.0,0
359,0,10.0,10,0,6.1739999999999995,0,0,1,0.077,18,1.935,30,28,7,0,0.134,0,0,0.8,0.0,2903
360,1,13.0,23,4,4.252,1,0,2,0.298,4,-0.9590000000000001,30,30,15,8,0.41100000000000003,0,0,0.8,0.5,4410
361,0,41.0,23,24,-11.414000000000001,1,0,1,0.087,1,-70.458,30,30,37,30,0.142,0,0,0.8,0.8,256
362,0,5.0,14,0,2.83,1,0,1,0.15,12,-6.688,30,30,10,8,0.099,0,0,0.8,0.0,3126
363,0,0.0,22,14,-6.132000000000001,1,0,0,0.39899999999999997,24,-7.079,28,29,12,23,0.405,0,5,0.857,0.609,36
364,0,6.0,18,0,9.892999999999999,1,0,1,0.212,4,4.555,30,20,7,0,0.36200000000000004,0,0,0.8,0.0,4222
365,0,15.8,15,24,-11.216,1,0,1,0.268,10,-20.250999999999998,30,26,16,30,0.318,0,0,0.8,0.8,708
366,0,20.0,23,9,5.737,1,0,2,0.062,13,-9.594,30,30,14,28,0.153,0,0,0.8,0.321,4624
367,0,23.0,23,2,1.72,0,0,2,0.071,11,1.942,29,30,14,3,0.146,0,0,0.7929999999999999,0.667,11
368,0,2.0,17,0,5.13,0,0,1,0.172,12,4.5,30,22,3,0,0.27399999999999997,1,0,0.8,0.0,1398
369,0,3.0,17,0,7.162999999999999,0,0,1,0.20600000000000002,6,5.992000000000001,30,16,4,0,0.373,0,0,0.8,0.0,1782
370,1,17.0,18,20,2.1919999999999997,0,0,2,0.647,4,-7.559,28,28,15,16,0.853,0,0,0.214,1.25,4
371,0,14.58,23,17,0.11900000000000001,1,0,2,0.083,7,-9.946,30,30,6,29,0.267,0,0,0.8,0.586,362
372,0,2.17,14,24,-5.931,1,0,1,0.665,3,-12.675999999999998,24,16,13,28,0.65,0,0,0.708,0.857,3
373,1,0.0,23,0,0.45899999999999996,1,0,0,0.27699999999999997,24,-8.226,29,30,20,23,0.41600000000000004,0,6,0.828,0.0,37
374,1,7.0,23,23,-4.007,1,0,1,0.387,11,-6.029,30,26,8,27,0.743,0,0,0.8,0.852,1235
375,0,23.12,14,9,6.462999999999999,0,0,3,0.325,5,8.126,30,24,12,4,0.406,1,0,0.8,2.25,354
376,0,7.0,1,0,9.509,0,0,1,0.33899999999999997,4,0.545,30,14,6,9,0.371,0,0,0.8,0.0,616
377,1,25.0,23,6,-0.883,0,0,2,0.613,8,-12.877,28,30,19,15,0.7829999999999999,0,0,0.857,0.4,55
378,0,19.78,23,24,-7.785,1,0,1,0.345,7,-16.405,30,30,10,30,0.586,0,0,0.8,0.8,66
379,0,15.84,23,24,-14.818,1,0,2,0.078,14,-19.033,30,24,7,30,0.09300000000000001,0,0,0.8,0.8,851
380,0,10.0,14,0,55.968,1,0,1,0.324,5,55.523,30,15,10,0,0.35100000000000003,0,0,0.8,0.0,1627
381,0,29.77,23,24,-36.382,1,0,3,0.10400000000000001,7,-13.033,30,30,15,26,0.16399999999999998,0,0,0.8,0.9229999999999999,2585
382,0,190.0,22,24,-17.203,1,0,1,0.293,1,-60.481,30,29,43,30,0.251,0,0,0.8,0.8,1445
383,1,11.0,22,0,9.343,0,0,2,0.647,5,1.7209999999999999,25,19,12,9,0.7440000000000001,0,0,0.96,0.0,67
384,0,10.0,23,3,4.1739999999999995,1,0,1,0.11,11,2.5,30,30,9,0,0.198,0,0,0.8,3.0,1081
385,0,10.0,23,24,-13.924000000000001,1,0,1,0.040999999999999995,12,-30.179000000000002,30,30,20,30,0.122,0,0,0.8,0.8,4076
386,0,80.19,22,24,-45.958,1,0,1,0.643,12,-75.811,30,30,46,30,0.633,0,0,0.7839789159724365,0.8,66
387,1,0.0,23,28,-122.8,1,0,0,0.804,24,-175.456,24,28,50,30,0.7390000000000001,0,10,0.917,0.8,0
388,0,0.0,5,0,20.905,0,0,0,0.369,24,9.519,30,22,5,0,0.353,1,17,0.8,0.0,4754
389,1,6.4,0,18,-0.897,0,0,1,0.7340000000000001,12,-3.822,25,15,5,24,0.807,0,0,0.52,0.75,12
390,1,0.0,21,0,1.713,0,0,0,0.79,24,4.124,30,24,6,0,0.758,0,7,0.8,0.0,192
391,1,3.0,22,0,1.035,0,0,1,0.303,16,0.168,30,30,3,1,0.419,0,0,0.8,0.0,58
392,1,0.0,19,28,-12.184000000000001,1,0,0,0.6940000000000001,24,-6.992999999999999,25,26,15,28,0.726,0,0,0.6,0.857,0
393,1,7.0,9,0,3.3680000000000003,0,0,2,0.39399999999999996,6,3.531,30,10,4,0,0.593,0,0,0.8,0.0,1403
394,0,42.0,23,23,-13.472000000000001,0,0,1,0.647,13,-30.985,13,30,11,30,0.6920000000000001,0,0,1.385,0.767,13
395,1,4.0,22,0,1.8230000000000002,0,0,1,0.336,15,1.69,30,29,4,0,0.5539999999999999,0,0,0.8,0.0,972
396,0,27.0,23,0,30.183000000000003,0,0,3,0.086,4,13.427,30,30,9,0,0.198,0,0,0.8,0.0,5608
397,0,0.0,23,23,-12.22,0,0,0,0.055,24,-13.699000000000002,30,30,11,28,0.109,0,0,0.8,0.821,668
398,1,10.47,11,23,1.001,0,0,1,0.675,1,-5.2989999999999995,17,24,5,22,0.737,0,0,0.353,1.045,1
399,0,0.0,21,24,-43.513000000000005,1,0,0,0.156,24,-44.457,28,29,65,30,0.29100000000000004,0,0,0.7859999999999999,0.8,0
400,0,8.0,23,0,1.5819999999999999,0,0,3,0.268,9,0.192,30,26,3,1,0.39,0,0,0.8,0.0,2098
401,1,15.0,23,11,6.65,1,0,1,0.297,6,-7.405,30,27,14,22,0.598,0,0,0.8,0.5,966
402,0,30.0,23,20,-3.147,1,0,1,0.205,9,-15.084000000000001,30,30,16,29,0.36200000000000004,0,0,0.7839789159724365,0.69,3209
403,0,7.0,12,0,11.828,1,0,1,0.299,12,12.93,30,28,4,0,0.39799999999999996,0,0,0.8,0.0,1716
404,0,21.54,8,22,-11.33,0,0,1,0.914,23,-19.347,24,9,28,29,0.773,1,0,1.0,0.759,59
405,0,10.0,23,0,10.27,0,0,1,0.092,11,6.1370000000000005,30,30,9,0,0.16899999999999998,0,0,0.8,0.0,1493
406,0,52.53,21,24,-35.211,1,0,2,0.639,11,-47.588,30,28,28,30,0.7140000000000001,0,0,0.8,0.8,1542
407,0,70.0,19,16,1.45,1,0,1,0.361,2,-58.816,30,29,46,2,0.406,0,0,0.8,8.0,836
408,0,40.0,23,0,15.967,0,0,1,0.067,12,-4.058,30,30,10,11,0.147,0,0,0.8,0.0,213
409,1,0.0,0,28,-28.198,0,0,0,0.9279999999999999,24,-23.487,18,22,45,19,0.804,1,23,0.0,1.263,0
410,1,38.6,23,10,13.915,0,0,2,0.23800000000000002,13,-3.1660000000000004,30,29,16,14,0.5710000000000001,0,0,0.8,0.7140000000000001,43
411,0,10.0,21,24,-8.89,1,0,1,0.11800000000000001,15,-10.561,30,30,10,25,0.213,0,0,0.8,0.96,449
412,0,120.0,23,3,0.344,1,0,1,0.05,21,-0.5760000000000001,30,30,55,5,0.047,0,0,0.8,0.6,1029
413,0,40.0,16,20,6.642,0,0,1,0.618,4,-27.048000000000002,16,23,23,26,0.34,0,0,0.312,1.0235964376053963,4
414,1,7.0,4,0,5.818,1,0,2,0.54,1,0.131,30,13,3,3,0.41200000000000003,0,0,0.8,0.0,1418
415,0,50.0,23,9,5.436,0,0,2,0.345,14,-16.029,30,26,22,24,0.39,1,0,0.5670000000000001,0.375,15
416,0,6.2,23,24,-6.541,0,0,1,0.64,16,0.11900000000000001,30,30,6,5,0.7190000000000001,0,0,0.8,4.0,57
417,0,5.0,19,0,11.349,1,0,1,0.115,3,7.5760000000000005,30,24,4,0,0.222,0,0,0.8,0.0,1707
418,0,11.63,8,24,-7.77,1,0,1,0.35700000000000004,1,-19.122,30,16,14,30,0.64,0,0,0.6,0.8,1
419,0,4.0,23,7,-0.054000000000000006,0,0,1,0.13,14,0.21600000000000003,30,30,3,3,0.265,0,0,0.8,2.333,2130
420,0,0.0,23,17,-5.899,0,0,0,0.08,24,-7.037999999999999,30,29,15,15,0.185,0,9,0.8,1.133,172
421,0,30.0,23,9,2.863,0,0,2,0.132,6,-12.162,30,30,15,17,0.24600000000000002,0,0,0.8,0.529,136
422,1,17.0,23,0,4.6739999999999995,0,0,2,0.588,8,0.008,30,27,8,4,0.613,0,0,0.8,0.0,479
423,1,0.0,20,28,-18.55,0,0,0,0.6,24,-22.884,23,30,17,24,0.802,0,18,1.043,1.0,48
